               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,            0.020857,             0.00855,           0.0025596,             0.99703,             0.95455,             0.99167,              0.7761,            0.018609,           0.0044253,           0.0026461,           0.0007138,           0.0007138,           0.0007138
                 471,            0.022789,            0.010316,           0.0026093,             0.99701,             0.95455,             0.99167,             0.78808,            0.018037,            0.004409,           0.0026355,            0.000694,            0.000694,            0.000694
                 472,            0.021414,           0.0081287,           0.0024823,             0.99701,             0.95455,             0.99167,             0.78808,            0.018037,            0.004409,           0.0026355,           0.0006742,           0.0006742,           0.0006742
                 473,            0.023102,           0.0080616,           0.0023434,             0.99701,             0.95455,             0.99167,             0.78808,            0.018037,            0.004409,           0.0026355,           0.0006544,           0.0006544,           0.0006544
                 474,            0.019354,           0.0077677,           0.0025768,             0.99701,             0.95455,             0.99167,             0.78808,            0.018037,            0.004409,           0.0026355,           0.0006346,           0.0006346,           0.0006346
                 475,            0.021766,           0.0098437,           0.0027177,              0.9971,             0.95455,             0.99167,             0.75708,            0.018913,           0.0044271,           0.0026156,           0.0006148,           0.0006148,           0.0006148
                 476,            0.022145,           0.0098581,           0.0026093,              0.9971,             0.95455,             0.99167,             0.75708,            0.018913,           0.0044271,           0.0026156,            0.000595,            0.000595,            0.000595
                 477,             0.02613,            0.010685,           0.0024597,              0.9971,             0.95455,             0.99167,             0.75708,            0.018913,           0.0044271,           0.0026156,           0.0005752,           0.0005752,           0.0005752
                 478,            0.021992,            0.011589,           0.0025352,              0.9971,             0.95455,             0.99167,             0.75708,            0.018913,           0.0044271,           0.0026156,           0.0005554,           0.0005554,           0.0005554
                 479,            0.021427,           0.0094302,           0.0025083,             0.99714,             0.95455,              0.9902,             0.77327,            0.017554,           0.0043826,           0.0025996,           0.0005356,           0.0005356,           0.0005356
                 480,            0.021855,           0.0090162,           0.0024842,             0.99714,             0.95455,              0.9902,             0.77327,            0.017554,           0.0043826,           0.0025996,           0.0005158,           0.0005158,           0.0005158
                 481,            0.021637,           0.0090751,           0.0025084,             0.99714,             0.95455,              0.9902,             0.77327,            0.017554,           0.0043826,           0.0025996,            0.000496,            0.000496,            0.000496
                 482,            0.021006,           0.0083108,           0.0025161,             0.99714,             0.95455,              0.9902,             0.77327,            0.017554,           0.0043826,           0.0025996,           0.0004762,           0.0004762,           0.0004762
                 483,             0.02105,           0.0091028,            0.002587,             0.99714,             0.95455,              0.9902,             0.75304,            0.018545,           0.0043905,           0.0025908,           0.0004564,           0.0004564,           0.0004564
                 484,             0.02386,            0.010287,           0.0026543,             0.99714,             0.95455,              0.9902,             0.75304,            0.018545,           0.0043905,           0.0025908,           0.0004366,           0.0004366,           0.0004366
                 485,            0.022424,           0.0093703,           0.0024003,             0.99714,             0.95455,              0.9902,             0.75304,            0.018545,           0.0043905,           0.0025908,           0.0004168,           0.0004168,           0.0004168
                 486,            0.021335,           0.0081603,           0.0024868,             0.99714,             0.95455,              0.9902,             0.75304,            0.018545,           0.0043905,           0.0025908,            0.000397,            0.000397,            0.000397
                 487,            0.023847,           0.0096784,           0.0025256,             0.99704,             0.95455,             0.99167,             0.78114,            0.017184,           0.0043408,           0.0025788,           0.0003772,           0.0003772,           0.0003772
                 488,            0.019861,            0.010773,           0.0025599,             0.99704,             0.95455,             0.99167,             0.78114,            0.017184,           0.0043408,           0.0025788,           0.0003574,           0.0003574,           0.0003574
                 489,            0.021233,           0.0091403,           0.0026661,             0.99704,             0.95455,             0.99167,             0.78114,            0.017184,           0.0043408,           0.0025788,           0.0003376,           0.0003376,           0.0003376
                 490,            0.024104,            0.008445,           0.0025067,             0.99704,             0.95455,             0.99167,             0.78114,            0.017184,           0.0043408,           0.0025788,           0.0003178,           0.0003178,           0.0003178
                 491,            0.021572,            0.010417,           0.0024964,             0.99708,             0.95455,             0.99167,             0.79081,             0.01732,           0.0043413,           0.0025722,            0.000298,            0.000298,            0.000298
                 492,            0.020983,           0.0089144,           0.0025466,             0.99708,             0.95455,             0.99167,             0.79081,             0.01732,           0.0043413,           0.0025722,           0.0002782,           0.0002782,           0.0002782
                 493,             0.02165,           0.0090461,           0.0025979,             0.99708,             0.95455,             0.99167,             0.79081,             0.01732,           0.0043413,           0.0025722,           0.0002584,           0.0002584,           0.0002584
                 494,             0.02355,           0.0095861,           0.0025392,             0.99708,             0.95455,             0.99167,             0.79081,             0.01732,           0.0043413,           0.0025722,           0.0002386,           0.0002386,           0.0002386
                 495,            0.022762,            0.009233,           0.0025245,             0.99715,             0.95455,             0.99167,              0.7888,            0.017377,           0.0043447,           0.0025677,           0.0002188,           0.0002188,           0.0002188
                 496,            0.019842,           0.0098645,           0.0023721,             0.99715,             0.95455,             0.99167,              0.7888,            0.017377,           0.0043447,           0.0025677,            0.000199,            0.000199,            0.000199
                 497,            0.025358,           0.0073968,           0.0026157,             0.99715,             0.95455,             0.99167,              0.7888,            0.017377,           0.0043447,           0.0025677,           0.0001792,           0.0001792,           0.0001792
                 498,            0.026685,            0.010553,            0.002781,             0.99715,             0.95455,             0.99167,              0.7888,            0.017377,           0.0043447,           0.0025677,           0.0001594,           0.0001594,           0.0001594
                 499,            0.027338,           0.0080407,           0.0025114,             0.99713,             0.95455,             0.99167,             0.79921,            0.017164,           0.0043446,           0.0025678,           0.0001396,           0.0001396,           0.0001396
